alignment_variant_reference,cluster_id_30,n_samples_reference,n_residues_reference,global_mae_cluster_mean_reference,perturbed_auroc_cluster_mean_reference,perturbed_auprc_cluster_mean_reference,mae_shell_0_cluster_mean_reference,mae_shell_1_cluster_mean_reference,mae_shell_2_cluster_mean_reference,mae_shell_3_cluster_mean_reference,mae_shell_4_cluster_mean_reference,shell_mae_cluster_mean_reference,alignment_variant_candidate,n_samples_candidate,n_residues_candidate,global_mae_cluster_mean_candidate,perturbed_auroc_cluster_mean_candidate,perturbed_auprc_cluster_mean_candidate,mae_shell_0_cluster_mean_candidate,mae_shell_1_cluster_mean_candidate,mae_shell_2_cluster_mean_candidate,mae_shell_3_cluster_mean_candidate,mae_shell_4_cluster_mean_candidate,shell_mae_cluster_mean_candidate,diff_shell_mae,diff_perturbed_auprc,improved_shell_mae,reference,candidate
kabsch_exclude_4A,3a9w_A,3,932,0.1652809069751734,0.9295752895752896,0.10439813584920628,0.12421845893065135,0.21082463505722226,0.16456404089927673,0.1908719449756889,0.159141835621645,0.16992418309689686,kabsch_exclude_8A,3,932,0.11126888457030186,0.8798455598455599,0.13492732747890845,0.05442984567748174,0.11939205069627083,0.10993880450725556,0.13879315549969126,0.10735208234099011,0.10598118774433792,-0.06394299535255894,0.030529191629702176,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,4gvr_C,18,5670,0.3285497202117463,0.7738413494241829,0.11514012892522385,0.1520583180503713,0.12385624320142799,0.12900986709201367,0.21149375333308099,0.4192155871952669,0.20712675377443218,kabsch_exclude_8A,18,5670,0.3152925186959708,0.7820271014691488,0.12771810170897663,0.16507202662803508,0.1380683820280764,0.11434886235022737,0.19475496758849503,0.4055524330517555,0.2035593343293179,-0.003567419445114295,0.012577972783752778,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,9swq_B,4,1284,0.8430744150879784,0.5938883065455391,0.5954270582639967,0.9838748350739479,0.2905472024128987,0.38290472105145457,0.6436669789254665,0.8848466043812132,0.6371680683689962,kabsch_exclude_8A,4,1284,0.9263213782504526,0.6196044649356952,0.6268339144017487,0.353794830540816,0.4892500191926956,0.5321926642209291,0.7477461958304048,0.9692035603666178,0.6184374540302927,-0.01873061433870349,0.03140685613775207,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,2ouv_B,22,7134,0.200868760993629,0.7080894079746138,0.11379050697395607,0.296317186545242,0.1659306454943654,0.1316745591638931,0.15745710396324114,0.2236352482596934,0.195002948685287,kabsch_exclude_8A,22,7134,0.19960629885477352,0.7394538459450657,0.12251917048374439,0.19713032228702848,0.165821958747175,0.13349897060671756,0.1396841001210272,0.22795047549142666,0.172817165450675,-0.02218578323461201,0.00872866350978832,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,1z73_A,1,332,0.06471711854416742,,,0.0575520743926366,0.058999535110261715,0.07392295716064316,0.07319006681442261,0.06185372117510502,0.06510367093061382,kabsch_exclude_8A,1,332,0.06817596296342202,,,0.05490850905577343,0.06593891978263855,0.07316176167556218,0.07335674367845059,0.06658614917479931,0.06679041667344482,0.0016867457428309945,,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,4dfx_E,3,1041,0.3007566819574029,0.9006675998707871,0.2163733584040096,1.541824956734975,2.0282967815796535,0.826742896437645,0.2102697922123803,0.25801833384245043,0.9730305521614209,kabsch_exclude_8A,3,1041,0.3922943674165695,0.8577390823659481,0.16127299223184186,1.5947663187980652,2.1301823765039445,0.8488487944006919,0.2305636044177744,0.354195099110864,1.0317112386462681,0.058680686484847255,-0.055100366172167736,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,3b8t_A,53,19407,0.12298791932909732,0.8786408659121292,0.19075776927099278,0.17560023320838808,0.12599120785071513,0.111398327688088,0.11054669285714139,0.12396608305392862,0.12950050893165224,kabsch_exclude_8A,53,19407,0.12472104635535754,0.8405349738217044,0.20016740739951716,0.20252704434096813,0.12598192139122097,0.1112929212904751,0.11232851930358687,0.1255864460246834,0.13554337047018689,0.006042861538534644,0.009409638128524384,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,7bbx_A,1,352,0.3514103852371177,,,0.4273271958033244,0.2530676701830493,0.2513556445346159,0.22996496935101116,0.3738581663300525,0.3071147292404106,kabsch_exclude_8A,1,352,0.3118908793522595,,,0.2438259422779084,0.17339643297923935,0.1816867403686047,0.17120074436945074,0.3411212592163352,0.2222462238423077,-0.08486850539810292,,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,1gyr_C,30,10920,0.35799398602876853,0.6712178711371235,0.20092945077210045,0.2902249973681238,0.20156135561841507,0.2274281191734635,0.34880416383660195,0.3673229900054844,0.2870683252004177,kabsch_exclude_8A,30,10920,0.3798838566357591,0.6730906510415195,0.21152730828615024,0.22992005381319258,0.21027396643465315,0.2523639202371341,0.37239225960716055,0.3900363140759028,0.29099730283360864,0.003928977633190944,0.010597857514049791,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,8eip_B,6,2191,0.12601290355147032,0.9775824553366925,0.29909275529104745,0.18653257460229927,0.18678595286069644,0.11023995868058618,0.09706713593964066,0.13062154422596453,0.14224943326183742,kabsch_exclude_8A,6,2191,0.10315646454504858,0.9553939532753092,0.16053547115255104,0.07263706624507904,0.08130077916818361,0.05745133356062952,0.06872230182800974,0.11692393445786127,0.07940708305195264,-0.06284235020988478,-0.1385572841384964,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,6i7u_A,1,372,0.24730336140360562,0.7362987012987013,0.15073866847769862,0.07081623872121175,0.14327391304753043,0.1483190195368869,0.21434210674329238,0.270060510052876,0.1693623576203595,kabsch_exclude_8A,1,372,0.313986731893433,0.7581818181818182,0.15403056354381892,0.16383899251619977,0.21966302665797147,0.15165864037615912,0.24459670531478794,0.3498036118935455,0.22591219535173276,0.05654983773137326,0.003291895066120293,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,8x84_C,32,12192,0.2831354541835446,0.9243382417485956,0.45231109247499257,1.3321401743839185,1.41547145601362,1.3360725393285975,0.5996298518524888,0.21470625645122746,0.9796040556059706,kabsch_exclude_8A,32,12192,0.27408358567834923,0.9430875128803275,0.4863131066549255,1.2165453744431336,1.3585306939979394,1.2796188346110284,0.6212847388678175,0.20699203060084406,0.9365943345041525,-0.04300972110181811,0.03400201417993293,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,3m0o_B,119,45807,0.13726505536647163,0.7084267864857879,0.11452199965577464,0.21367950598691024,0.15764255580742267,0.1258274019793097,0.11734657227181869,0.14050572244451254,0.15100035169799478,kabsch_exclude_8A,119,45807,0.12710434900287132,0.7315735388548241,0.14974479507352503,0.14994567812678694,0.11925373574280564,0.09926646513801672,0.10327679216361227,0.1341231007521259,0.12117315438466951,-0.029827197313325268,0.03522279541775039,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,1jll_E,22,8491,0.23249868025007095,0.7939917888359416,0.2004806839263291,0.07976912805701003,0.10627353915632679,0.17663906134546062,0.20126887617951578,0.24936569787698687,0.16266326052306002,kabsch_exclude_8A,22,8491,0.2290411088761535,0.7899043657681852,0.18921106289636308,0.08308715384234401,0.10071848920986132,0.14406276399104792,0.1835698555148131,0.2514819982294263,0.15258405215749854,-0.010079208365561476,-0.01126962102996601,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,2pp3_B,15,5925,0.11909651551034128,0.9611535932462243,0.07812413414998354,0.15707484467162025,0.30085795038577284,0.22602698767497656,0.15106390468939485,0.0956378152267997,0.18613230052971283,kabsch_exclude_8A,15,5925,0.10806331033366516,0.9812515908705243,0.13865780044637882,0.08964258316490385,0.2534730226027243,0.18244911008664677,0.1372056667944033,0.09034099298835212,0.15062227512740606,-0.03551002540230677,0.06053366629639528,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,8ka0_C,2,810,0.7153751229936326,0.7406629659000793,0.6835360669763935,0.11154861251513166,0.238910211622715,0.2155921459197998,0.3057516153029939,0.8429768313535878,0.3429558833428456,kabsch_exclude_8A,2,810,0.7194311786029074,0.7521453379303351,0.6948579269087112,0.1538731430967649,0.277074521780014,0.2580587782993399,0.33636928706410085,0.838114562102511,0.37269805846854615,0.029742175125700543,0.011321859932317713,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,6bau_B,12,4896,0.20925601243210373,0.5936290729628176,0.013341883118170092,0.14860399719327688,0.20107552453520752,0.21550280787050724,0.16016591406660155,0.21825226456914942,0.1887201016469485,kabsch_exclude_8A,12,4896,0.20841410672223634,0.6282130372198231,0.01885464807735486,0.16135110240429643,0.2000094620910074,0.21074404567907298,0.15914898819755763,0.21777410753657123,0.18980554118170115,0.0010854395347526524,0.005512764959184768,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,6l7d_A,99,42931,0.36982369090400435,0.7739250002301358,0.3419333703535533,1.493275105827786,0.5895025017957164,0.4840505084844822,0.44284823030815723,0.3362354859453983,0.669182366472308,kabsch_exclude_8A,99,42931,0.3723548911364382,0.798325203972124,0.370452507431526,1.4575933749577412,0.6086556249581491,0.4972341494094573,0.45306862921126256,0.33682710374917607,0.6706757764571573,0.0014934099848492588,0.02851913707797271,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,9j83_A,1,427,2.1072298061512673,0.6639487179487179,0.9286429399678391,0.3233963946501414,0.7540610513903878,1.076306802034378,1.284431960937139,2.3250444839652786,1.152648138595465,kabsch_exclude_8A,1,427,2.1959292440908573,0.6717435897435898,0.9329960079934261,0.37530792752901715,0.7973088378256018,1.1412408351898193,1.3299881195699848,2.4217233188726284,1.2131138077974104,0.060465669201945405,0.0043530680255869925,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,9cp9_B,3,1298,0.11964127316192734,0.8596414728682171,0.040440255696284594,0.19936700330840218,0.07442866998414198,0.08018718773097384,0.10165971085429192,0.1269505061153711,0.11651861559863622,kabsch_exclude_8A,3,1298,0.10048797150904482,0.9137112403100776,0.04705897802314604,0.170554980635643,0.05845328370730082,0.061001397632792886,0.0801173430805405,0.10814801356621094,0.09565500372449764,-0.02086361187413857,0.006618722326861448,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,4wef_A,20,8620,0.17616481255500074,0.8264245478421458,0.2190658122519847,0.1287388361990452,0.08573465401581092,0.10211767630488441,0.12778337271551468,0.19553928419434125,0.1279827646859193,kabsch_exclude_8A,20,8620,0.173213239163895,0.8324272585275739,0.23923285918904832,0.14143653412659962,0.09122857314267362,0.1054896385660463,0.12767816331787882,0.1910406529488729,0.13137471242041426,0.003391947734494971,0.020167046937063615,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,8jce_G,144,65232,0.15133401159407708,0.9295162509448223,0.25007015978257296,0.2554620827237765,0.0858367366635781,0.10765784694985658,0.0786835439152099,0.15878739557813984,0.1372855211661122,kabsch_exclude_8A,144,65232,0.14783777552606858,0.9319836853942781,0.22964148934216017,0.3931029608680142,0.07747431124135117,0.12104510416242259,0.08715851986522062,0.15285884299213656,0.16632794782582905,0.029042426659716847,-0.0204286704404128,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,6ej6_A,1,455,0.1132404982531955,,,0.17208238939444223,0.10916669101764759,0.08692062315681288,0.08689221789339378,0.12002564635030319,0.11501751356251995,kabsch_exclude_8A,1,455,0.10077037580495515,,,0.12418890247742337,0.0977904307966431,0.07634440244686219,0.08085763057874094,0.10648618677365702,0.09713351061466532,-0.017884002947854624,,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,3pnv_A,3,1451,0.6067276646920334,0.6636218033568063,0.3603180295092957,0.3272143171893226,0.2675556617754477,0.36311649322948036,0.5265731639033105,0.637490864577688,0.42439010013504974,kabsch_exclude_8A,3,1451,0.6018362208574415,0.6672102504368084,0.3649727182545468,0.3401054077678257,0.2610217465294732,0.36360066033461513,0.5214866080767467,0.6322264408583507,0.42368817271340226,-0.0007019274216474858,0.004654688745251101,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,9bc6_C,32,15488,0.5069920930266765,0.4698050560141509,0.322709330380883,0.2654166044667363,0.31750764950577703,0.6655348246269746,0.4635785910931806,0.5073395726301283,0.44387544846455934,kabsch_exclude_8A,32,15488,0.5226387224291944,0.3971407316278539,0.29719655235460696,0.27408010823031265,0.31021550497306244,0.6654424232249034,0.49039252066323835,0.5233601301291285,0.45269813744412907,0.008822688979569726,-0.02551277802627605,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,6m4l_A,2,992,0.1172775849868964,0.8726069246435846,0.040922914291337674,0.13111606612801552,0.0714057357981801,0.1050505123178785,0.14306396427987653,0.11475532483214716,0.11307832067121955,kabsch_exclude_8A,2,992,0.11752525411335932,0.8643584521384928,0.03774252112665819,0.1352390535175801,0.07714104019105435,0.10662129723156492,0.14480708625562716,0.11450183117387783,0.11566206167394086,0.00258374100272131,-0.003180393164679482,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,9hkm_C,3,1512,0.5181571157259877,0.6994063145092894,0.3134603295710085,2.481262435515722,1.2024493100850477,0.669482879521488,0.5841330661973421,0.46651985693043074,1.080769509650006,kabsch_exclude_8A,3,1512,0.5179043174351728,0.7774598954520351,0.3842438909611659,2.4152754843235016,1.1626727742993312,0.651709727002579,0.5757021943226139,0.47034000031982176,1.0551400360535694,-0.025629473596436636,0.0707835613901574,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,6o4b_G,1035,526729,0.3176412247936895,0.7389244536698778,0.19263775474651817,0.38565951793150144,0.2102038411929438,0.19753894448314596,0.19556793477911996,0.3434913384843432,0.26649231537421086,kabsch_exclude_8A,1035,526729,0.32393356309375154,0.7427780239031777,0.21440876558547461,0.4205807089187721,0.2063597497644054,0.2074977311599292,0.20411898156897093,0.3492261578390084,0.2775566658502172,0.011064350476006346,0.02177101083895644,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,3dl5_C,76,38544,0.23976655310563172,0.7405173623961511,0.14381927564712743,0.5026824954701098,0.20849015307338797,0.13198569079243405,0.15219561897105546,0.24872368346863813,0.24881552835512508,kabsch_exclude_8A,76,38544,0.2399172409348292,0.8174352075682497,0.18989608105134298,0.7310410468724736,0.22944231515421587,0.1325081426822933,0.12553524880223557,0.2488401728234472,0.2934733852669332,0.0446578569118081,0.04607680540421555,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,2xhn_B,2,1016,0.13782415861689198,,,0.13368284578124684,0.11400732677429916,0.1226909532956779,0.09376174195383033,0.1451078189642659,0.12185013735386403,kabsch_exclude_8A,2,1016,0.14751608173480243,,,0.08234375963608427,0.09362555075702923,0.11450789891183376,0.10342033882625401,0.15734257352659883,0.11024802433156003,-0.011602113022304003,,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,3jtq_B,4,2088,0.11031548963534964,0.977482555018787,0.3126819667160391,0.15494859342773756,0.06652970192953944,0.07945147314323829,0.11313128372233722,0.11145109903143133,0.10510243025085678,kabsch_exclude_8A,4,2088,0.10623367036196807,0.9757648953301128,0.31669296659910956,0.13233691516021887,0.06316232983954252,0.07581427467700382,0.11119502437331023,0.10732127455755175,0.09796596372152544,-0.007136466529331337,0.004010999883070465,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,6k0q_A,8,4472,0.12028913191420339,0.6766121809225258,0.003859621317344262,0.0691564812635382,0.06736143004370503,0.06743033012630893,0.08461996008744081,0.13005239771074728,0.08372411984634806,kabsch_exclude_8A,8,4472,0.11185966551123513,0.70906105388864,0.008690535154106768,0.06035910329471033,0.05923915612926283,0.05991490238583556,0.07749451776396603,0.12139675753396545,0.07568088742154803,-0.008043232424800026,0.004830913836762506,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,6bl6_B,47,26973,1.500061777736549,0.5805552015984587,0.4752191399012442,1.357412032069678,0.9995818072482228,1.203131461645892,1.3140554455908806,1.5375430965031325,1.282344768611561,kabsch_exclude_8A,47,26973,1.49422804773361,0.5776305456816294,0.4639649029698116,1.3562039168062785,1.0072511467061793,1.2057185014238387,1.3266109380179392,1.5296283964551112,1.2850825798818692,0.0027378112703082547,-0.011254236931432626,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,5vec_B,6,3384,0.14641019439596648,0.8549554467304694,0.23932228415592147,0.16194844121734303,0.13755849481870733,0.25161023690928647,0.20756906151097823,0.13451718465391882,0.17864068382204676,kabsch_exclude_8A,6,3384,0.17285964949316307,0.8539402840884547,0.20534830225344375,0.18628076588114104,0.1954664124796788,0.29650643108021696,0.22777666692483298,0.1598913184634607,0.21318431896586607,0.03454363514381931,-0.03397398190247772,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,3o98_B,1,603,0.15392975102967982,0.9568106312292359,0.037037037037037035,0.06113457679748533,0.14187182079661975,0.13153860281253682,0.16759827435016633,0.15466884884837212,0.13136242472103604,kabsch_exclude_8A,1,603,0.14532805851368763,0.9534883720930233,0.034482758620689655,0.1161930014689763,0.1547130441123789,0.16996660623057136,0.17736634343862534,0.14075499615978962,0.1517987982820683,0.020436373561032256,-0.0025542784163473803,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,4bl2_B,38,24318,0.595640558830322,0.679107021897402,0.31610683495003394,0.4491666966158411,0.4859627359938857,0.43776521569816396,0.443303975852786,0.6164542760604964,0.48653058004423466,kabsch_exclude_8A,38,24318,0.6137260011043355,0.6617080639558811,0.2862963392589844,0.5320809259362843,0.5036406233171491,0.44572889081961153,0.45789186010251237,0.6348949830820416,0.5148474566515198,0.028316876607285102,-0.029810495691049543,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,5hgv_C,4,2738,0.23944838281443317,0.6463959019392609,0.002934880520059602,0.29128912432740134,0.2607674374732943,0.215229439831871,0.23092155086324195,0.24038779900023868,0.24771907029920945,kabsch_exclude_8A,4,2738,0.30793504298197266,0.5004390779363337,0.0020994324076467653,0.3885530211652319,0.39623580735531594,0.3283558493380302,0.30560827271132046,0.3052076484715986,0.3447921198082994,0.09707304950908993,-0.0008354481124128368,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,9sd5_A,1,686,0.11546153710943269,0.7934701492537313,0.26342484617216,0.09358792503674823,0.38075391793002694,0.10941162814075749,0.070534838403159,0.11402631197745601,0.15366292429762954,kabsch_exclude_8A,1,686,0.11038720206990187,0.8271455223880597,0.33428537185508644,0.11487529675165813,0.39508362983663875,0.09876443864777684,0.06100274899855574,0.10900419240196546,0.155746061327319,0.002083137029689458,0.07086052568292645,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,6zy0_A,1,701,0.1130084548512216,0.9957142857142858,0.25,0.09397695958614354,0.16123316809535027,0.09470339984663072,0.09551877555038248,0.11487488762883101,0.1120614381414676,kabsch_exclude_8A,1,701,0.1173996306482846,0.9957142857142857,0.25,0.10643908878167474,0.13863835856318474,0.09644126062912325,0.09896071614431483,0.11990010157884556,0.11207590513942862,1.446699796102402e-05,0.0,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,4ok4_B,8,5728,0.22999252419344504,0.7044691464415037,0.16213508860723633,0.24093140584106246,0.2235983485636646,0.20508227466295162,0.17830136918381556,0.2358792285047321,0.21675852535124526,kabsch_exclude_8A,8,5728,0.229767200339315,0.6837431535510387,0.1563748646275946,0.23496647365391254,0.21910473622687876,0.20232846503520113,0.17847847275360917,0.23582786753378582,0.21414120304067746,-0.002617322310567799,-0.005760223979641738,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,8f79_A,12,8602,1.857060240580549,0.5714095563770216,0.7500378544761753,2.8089092804325952,2.3729632776230574,2.0225929482416674,1.7780488242084782,1.8508507508108156,2.1666730162633225,kabsch_exclude_8A,12,8602,1.8207783410642873,0.5771332150187739,0.7544624446860015,2.7572060235672526,2.3841315396130085,2.040826212727662,1.7941413348540665,1.8123902957477047,2.157739081301939,-0.008933934961383727,0.004424590209826218,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,3zwb_B,7,5067,0.194800362450065,0.8255846345940515,0.14097527327700415,0.13779918991384052,0.14995647945574353,0.13351236181580914,0.1618398254244064,0.20191084937489556,0.15700374119693902,kabsch_exclude_8A,7,5067,0.22628227857612213,0.8392404103013088,0.1622778204240366,0.15147589998585836,0.16910034535186633,0.16585547607227236,0.18108497453724204,0.23472343379581667,0.18044802594861115,0.023444284751672123,0.021302547147032447,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,3wfz_C,4,2978,0.1076659548543256,0.6511140235910878,0.017375103547304278,0.09185969332853954,0.053917123174125496,0.12468541570706293,0.07326347035048274,0.11039342503822276,0.0908238255196867,kabsch_exclude_8A,4,2978,0.10722481050572995,0.5898160283481384,0.014270445386287698,0.08364571382602055,0.049359545111656175,0.11220080907353097,0.0708865411195118,0.1108800815483566,0.08539453813581523,-0.005429287383871467,-0.00310465816101658,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,9m80_B,4,3344,0.394807853166161,0.8358212454788727,0.4271747578821612,0.09323754285772644,0.21711376096521104,0.2568775415420532,0.2988394302911721,0.4087468635076993,0.2549630278327724,kabsch_exclude_8A,4,3344,0.3918265397816397,0.8509332695976025,0.41858076833145175,0.08877281223734222,0.21443354604499681,0.2569220922020979,0.294249107306068,0.4058010461423123,0.25203572078656344,-0.002927307046208971,-0.008593989550709447,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,1h7x_D,22,22372,0.18679286084521177,0.8507774099752425,0.12735276538265425,1.8481590350468953,2.0334738681231403,0.6715243913945687,0.128587330799244,0.15080038298356854,0.9665090016694833,kabsch_exclude_8A,22,22372,0.18100782169020208,0.8479403106011787,0.13533872054959256,1.8512740847513531,2.0389641248967405,0.665033291771162,0.12299424550172859,0.14486076307406656,0.9646253019990102,-0.0018836996704730824,0.007985955166938313,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,5mdw_6,1,32,0.356319043203257,0.38857142857142857,0.19281302484569274,0.43246639768282563,0.543571162223816,0.10017946362495424,0.09968994557857513,0.36247558401603447,0.3076765106252411,kabsch_all,1,32,0.3015925348736346,0.5028571428571428,0.2616403410212388,0.2861689329147339,0.4151895582675934,0.14183487494786584,0.11219547688961029,0.3192953130132274,0.25493683120660615,-0.052739679418634944,0.06882731617554605,True,kabsch_exclude_4A,kabsch_all
kabsch_exclude_4A,8r3c_A,150,7050,0.19610357298225112,0.9626554018943853,0.30905566185188155,0.3696860828002294,0.20993923659746846,0.17257070113532244,0.1142037510673205,0.19543934211115507,0.2123678227422992,kabsch_all,150,7050,0.21322612560255097,0.956675398881515,0.3014593872673866,0.5183855357021093,0.19629823842396338,0.1766766863912344,0.12020166670158505,0.20592134543442323,0.24349669453066308,0.031128871788363877,-0.007596274584494966,False,kabsch_exclude_4A,kabsch_all
kabsch_exclude_4A,3ax3_A,6,396,0.6581177536134768,0.7266826923076922,0.616112043747967,1.4165311257044475,0.872420072555542,0.6972884525629607,0.7191039667445787,0.4607459935240256,0.8332179222183109,kabsch_all,6,396,0.6589421627459803,0.741791843981625,0.6137715511969937,1.2494699971543417,0.8246703950895203,0.7380667869001627,0.719851195280041,0.46966158904326266,0.8003439926934657,-0.03287392952484525,-0.00234049255097335,True,kabsch_exclude_4A,kabsch_all
kabsch_exclude_4A,2o94_B,16,1088,0.23662826509954518,0.7467350746268657,0.03335682453886162,0.17452321698268258,0.22692597603114942,0.21696533208402494,0.17897679194808006,0.25208983053378564,0.2098962295159445,kabsch_all,16,1088,0.4048847186735229,0.6696886660447761,0.02330568303942917,0.1937763129050533,0.3329821320561071,0.3577030124142766,0.29159124463796615,0.4488615141235252,0.3249828432273857,0.11508661371144119,-0.010051141499432453,False,kabsch_exclude_4A,kabsch_all
kabsch_exclude_4A,9r2f_C,54,3888,7.404795412173487,,,6.525042991579315,8.475892483052753,6.3961734312552,6.3261257356831,7.59460656454473,7.063568241223019,kabsch_all,54,3888,7.453902911195539,,,6.3601370711385465,8.246239590928669,6.183985502852334,6.17047690014754,7.723630816113088,6.9368939762360355,-0.12667426498698386,,True,kabsch_exclude_4A,kabsch_all
kabsch_exclude_4A,1y39_A,1,74,0.20197361561696273,0.6438356164383562,0.037037037037037035,0.509052445491155,0.23843546584248543,0.2389946781537112,0.18493192992173135,0.15520178177393973,0.2653232602366046,kabsch_all,1,74,0.1402813673925561,,,0.46952251096566516,0.15137767170866331,0.13313273515771418,0.13044259394519034,0.11605155072174966,0.20010541249979652,-0.06521784773680805,,True,kabsch_exclude_4A,kabsch_all
kabsch_exclude_4A,2d5g_D,4,332,0.28474075804991894,0.862881665963135,0.34974717493853,0.21358502159516016,0.1686337304612001,0.1264186417683959,0.20414936571167067,0.421000507246289,0.22675745335654315,kabsch_all,4,332,0.28684708410986215,0.8731671554252199,0.35013444429877316,0.2696710179249446,0.12527336242298284,0.13919106094787517,0.2093595673258488,0.4203892575266461,0.23277685322965952,0.006019399873116366,0.0003872693602431365,False,kabsch_exclude_4A,kabsch_all
kabsch_exclude_4A,1z8u_A,2,180,0.28122529006149205,0.9535283993115318,0.6752735532238638,2.194876899321874,0.9964221939444542,0.29301854595541954,0.1677880206455787,0.19633725490016135,0.7696885829534976,kabsch_all,2,180,0.2618723162346416,0.9724612736660929,0.7977023942241332,2.0976892610390983,0.9311636462807656,0.301180811598897,0.16674192436039448,0.17692010212635648,0.7347391490811024,-0.03494943387239524,0.1224288410002694,True,kabsch_exclude_4A,kabsch_all
kabsch_exclude_4A,7nlg_C,7,631,0.19663760016883375,0.6003929974991068,0.028292684521535456,0.24504481894629343,0.3481247361217226,0.18815114604015098,0.21308424048028984,0.17095705231876152,0.23307239878144367,kabsch_all,7,631,0.16082537285068477,0.830117899249732,0.0774854221221021,0.26347382703707334,0.2802729559796197,0.1370398623770789,0.15629099711001693,0.15129299210354152,0.19767412692146608,-0.0353982718599776,0.04919273760056665,True,kabsch_exclude_4A,kabsch_all
kabsch_exclude_4A,4x88_A,66,6012,0.16201018900545444,0.9598457098457098,0.03621745996233282,0.29705814068967645,0.157505002126775,0.19337644916466715,0.1343246502068299,0.15700611795327973,0.18785407202824564,kabsch_all,66,6012,0.17260163543508553,0.9590548340548342,0.022400334863129874,0.39126554575532374,0.17560583336109464,0.17640527893206684,0.12286758795863142,0.17290977758203557,0.20781080471783042,0.019956732689584783,-0.013817125099202944,False,kabsch_exclude_4A,kabsch_all
kabsch_exclude_4A,6r6n_B,2,200,0.11724692234769464,0.9318181818181818,0.5344827586206896,0.12798310816287997,0.08721727691590789,0.12183114805737057,0.08234092534985393,0.14360206946730614,0.1125949055906637,kabsch_all,2,200,0.1097685318160802,0.9595959595959597,0.5555555555555556,0.23675482471783957,0.11765562370419502,0.09305457025766375,0.07597603055182844,0.1327817337697043,0.1312445566002462,0.018649651009582505,0.021072796934865967,False,kabsch_exclude_4A,kabsch_all
